Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Minutes_Played,90s,Goals,Assists,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,Pass_Accuracy,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Interceptions,TklW,OG,Goals_per_90,Assists_per_90,Interceptions_per_90,Performance_Score,Predicted_Score,Value_Difference
2491,Kenneth Taylor,nl NED,MF,Lazio,it Serie A,23.0,2002.0,15,15,1263,14.0,3,2,5,3,0,0,4,0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,2491,nl NED,MF,it Serie A,23-347,2002.0,14.0,3,16,6,37.5,1.14,0.43,0.19,0.5,0,0,3146,nl NED,MF,it Serie A,23-347,2002.0,15,1263,84,41.3,14.0,15,84.0,8,0,,0,1.53,13,15,-2,-0.14,-0.44,2491,nl NED,MF,it Serie A,23-347,2002.0,14.0,4,0,0,14,12,0,9,9,11,0,0.2137767220902613,0.14251781472684086,0.6413301662707839,0.32066508313539194,0.34213380444500724,-0.021468721309615302
625,Mathys De Carvalho,fr FRA,MF,Lyon,fr Ligue 1,20.0,2005.0,10,3,288,3.2,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,625,fr FRA,MF,fr Ligue 1,20-362,2005.0,3.2,0,7,2,28.6,2.19,0.62,0.0,0.0,0,0,784,fr FRA,MF,fr Ligue 1,20-362,2005.0,10,288,29,10.3,3.2,3,69.0,1,7,12.0,15,2.1,6,4,2,0.62,0.12,625,fr FRA,MF,fr Ligue 1,20-362,2005.0,3.2,1,0,0,2,5,0,2,3,5,0,0.0,0.0,0.9375,0.28125,0.30273922955645355,-0.02148922955645355
1621,Franco Mastantuono,ar ARG,"MF,FW",Real Madrid,es La Liga,18.0,2007.0,18,9,817,9.1,1,0,1,1,0,0,5,1,0.11,,,,,,,,,,,,,,,,,,,,,,,,,1621,ar ARG,"MF,FW",es La Liga,18-257,2007.0,9.1,1,26,5,19.2,2.86,0.55,0.04,0.2,0,0,2032,ar ARG,"MF,FW",es La Liga,18-257,2007.0,18,817,45,27.5,9.1,9,69.0,1,9,22.0,10,2.5,23,8,15,1.65,0.73,1621,ar ARG,"MF,FW",es La Liga,18-257,2007.0,9.1,5,1,0,18,21,0,28,2,12,0,0.11015911872705017,0.0,0.22031823745410034,0.11015911872705017,0.13166727313306079,-0.021508154406010616
846,Dro Fernández,es ESP,MF,Paris Saint-Germain,fr Ligue 1,18.0,2008.0,8,4,367,4.1,1,0,1,1,0,0,0,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,846,es ESP,MF,fr Ligue 1,18-106,2008.0,4.1,1,3,2,66.7,0.74,0.49,0.33,0.5,0,0,1061,es ESP,MF,fr Ligue 1,18-106,2008.0,8,367,46,13.6,4.1,4,68.0,1,4,24.0,3,2.25,9,3,6,1.47,0.04,846,es ESP,MF,fr Ligue 1,18-106,2008.0,4.1,0,0,0,5,8,0,2,6,1,0,0.24523160762942778,0.0,1.4713896457765667,0.5395095367847411,0.5613040656231617,-0.02179452883842059
301,Nicolò Bertola,it ITA,"DF,MF",Udinese,it Serie A,23.0,2003.0,25,18,1649,18.3,0,1,1,0,0,0,3,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,301,it ITA,"DF,MF",it Serie A,23-036,2003.0,18.3,0,12,4,33.3,0.65,0.22,0.0,0.0,0,0,373,it ITA,"DF,MF",it Serie A,23-036,2003.0,25,1649,66,53.9,18.3,18,82.0,11,7,24.0,5,1.52,22,25,-3,-0.16,-0.04,301,it ITA,"DF,MF",it Serie A,23-036,2003.0,18.3,3,0,0,17,11,0,8,22,20,0,0.0,0.0545785324439054,1.2007277137659187,0.37659187386294724,0.3984535580271929,-0.021861684164245665
2043,Prosper Peter,ng NGA,FW,Angers,fr Ligue 1,18.0,2007.0,27,12,1167,13.0,5,0,5,5,0,0,0,0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,2043,ng NGA,FW,fr Ligue 1,18-262,2007.0,13.0,5,23,14,60.9,1.77,1.08,0.22,0.36,0,0,2565,ng NGA,FW,fr Ligue 1,18-262,2007.0,27,1167,43,41.8,13.0,12,73.0,5,15,19.0,1,1.11,12,25,-13,-1.0,-0.78,2043,ng NGA,FW,fr Ligue 1,18-262,2007.0,13.0,0,0,0,29,27,15,0,4,3,0,0.3856041131105399,0.0,0.30848329048843187,0.24678663239074553,0.2686926151626156,-0.021905982771870086
2284,Nhoa Sangui,fr FRA,DF,Paris FC,fr Ligue 1,20.0,2006.0,24,16,1557,17.3,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2284,fr FRA,DF,fr Ligue 1,20-060,2006.0,17.3,0,4,1,25.0,0.23,0.06,0.0,0.0,0,0,2874,fr FRA,DF,fr Ligue 1,20-060,2006.0,24,1557,65,55.8,17.3,16,89.0,14,8,16.0,0,1.33,19,27,-8,-0.46,-0.54,2284,fr FRA,DF,fr Ligue 1,20-060,2006.0,17.3,0,0,0,4,16,2,37,17,13,0,0.0,0.0,0.9826589595375722,0.29479768786127164,0.3167212030292659,-0.021923515167994234
493,Nidal Celik,ba BIH,DF,Lens,fr Ligue 1,19.0,2006.0,7,7,526,5.8,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,493,ba BIH,DF,fr Ligue 1,19-285,2006.0,5.8,0,1,1,100.0,0.17,0.17,0.0,0.0,0,0,613,ba BIH,DF,fr Ligue 1,19-285,2006.0,7,526,75,19.5,5.8,7,75.0,4,0,,3,1.43,16,9,7,1.2,0.33,493,ba BIH,DF,fr Ligue 1,19-285,2006.0,5.8,1,0,0,10,1,0,0,8,9,0,0.0,0.0,1.3688212927756653,0.4106463878326996,0.43266429986933674,-0.022017912036637166
734,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22.0,2003.0,22,22,1822,20.2,0,1,1,0,0,0,3,2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,734,fr FRA,"DF,MF",fr Ligue 1,22-278,2003.0,20.2,0,7,3,42.9,0.35,0.15,0.0,0.0,0,0,915,fr FRA,"DF,MF",fr Ligue 1,22-278,2003.0,22,1822,83,67.5,20.2,22,83.0,17,0,,0,1.59,35,25,10,0.49,0.49,734,fr FRA,"DF,MF",fr Ligue 1,22-278,2003.0,20.2,3,2,0,17,15,0,3,22,10,1,0.0,0.04939626783754116,1.0867178924259056,0.340834248079034,0.36287190267105773,-0.022037654592023725
1832,Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,20.0,2005.0,5,3,251,2.8,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1832,rs SRB,DF,de Bundesliga,20-133,2005.0,2.8,0,0,0,0.0,0.0,0.0,,,0,0,2299,rs SRB,DF,de Bundesliga,20-133,2005.0,5,251,50,9.0,2.8,3,80.0,1,2,6.0,10,1.8,8,4,4,1.43,0.73,1832,rs SRB,DF,de Bundesliga,20-133,2005.0,2.8,0,0,0,1,1,0,6,1,1,0,0.0,0.0,0.35856573705179284,0.10756972111553785,0.1299654199868272,-0.022395698871289352
2213,Jonathan Rowe,eng ENG,"MF,FW",Bologna,it Serie A,22.0,2003.0,24,15,1365,15.2,2,1,3,2,0,0,2,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2213,eng ENG,"MF,FW",it Serie A,22-363,2003.0,15.2,2,41,14,34.1,2.7,0.92,0.05,0.14,0,0,2785,eng ENG,"MF,FW",it Serie A,22-363,2003.0,24,1365,57,44.6,15.2,15,74.0,2,9,29.0,8,1.21,16,17,-1,-0.07,-0.17,2213,eng ENG,"MF,FW",it Serie A,22-363,2003.0,15.2,2,0,0,21,40,4,47,7,12,0,0.13186813186813187,0.06593406593406594,0.46153846153846156,0.21098901098901102,0.23347866341376025,-0.022489652424749235
1851,Mikayil Ngor Faye,sn SEN,"MF,DF",Cremonese,it Serie A,21.0,2004.0,8,2,254,2.8,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1851,sn SEN,"MF,DF",it Serie A,21-288,2004.0,2.8,0,2,0,0.0,0.71,0.0,0.0,,0,0,2321,sn SEN,"MF,DF",it Serie A,21-288,2004.0,8,254,32,8.3,2.8,2,68.0,0,6,20.0,18,0.5,2,3,-1,-0.35,0.42,1851,sn SEN,"MF,DF",it Serie A,21-288,2004.0,2.8,1,0,0,2,4,0,6,5,6,0,0.0,0.0,1.7716535433070866,0.5314960629921259,0.5541570229796136,-0.022660959987487628
1975,Kendry Páez,ec ECU,"MF,FW",Strasbourg,fr Ligue 1,18.0,2007.0,15,4,424,4.7,1,0,1,1,0,0,0,0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,1975,ec ECU,"MF,FW",fr Ligue 1,18-359,2007.0,4.7,1,10,4,40.0,2.12,0.85,0.1,0.25,0,0,2478,ec ECU,"MF,FW",fr Ligue 1,18-359,2007.0,15,424,28,15.7,4.7,4,56.0,0,11,18.0,3,1.53,6,3,3,0.64,0.36,1975,ec ECU,"MF,FW",fr Ligue 1,18-359,2007.0,4.7,0,0,0,7,3,1,18,3,4,0,0.2122641509433962,0.0,0.6367924528301887,0.2759433962264151,0.2986517734732652,-0.022708377246850098
2028,Everton Pereira,fr FRA,MF,Nice,fr Ligue 1,19.0,2007.0,3,2,135,1.5,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2028,fr FRA,MF,fr Ligue 1,19-016,2007.0,1.5,0,2,0,0.0,1.33,0.0,0.0,,0,0,2548,fr FRA,MF,fr Ligue 1,19-016,2007.0,3,135,45,4.8,1.5,2,67.0,0,1,1.0,3,0.67,2,4,-2,-1.33,-0.66,2028,fr FRA,MF,fr Ligue 1,19-016,2007.0,1.5,0,0,0,4,0,0,0,3,0,0,0.0,0.0,2.0,0.6,0.6227395095377544,-0.022739509537754388
2239,Noah Sadiki,cd COD,MF,Sunderland,eng Premier League,21.0,2004.0,29,29,2562,28.5,0,1,1,0,0,0,8,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,2239,cd COD,MF,eng Premier League,21-132,2004.0,28.5,0,16,4,25.0,0.56,0.14,0.0,0.0,0,0,2815,cd COD,MF,eng Premier League,21-132,2004.0,29,2562,88,83.7,28.5,29,88.0,24,0,,0,1.45,33,39,-6,-0.21,0.33,2239,cd COD,MF,eng Premier League,21-132,2004.0,28.5,8,0,0,28,32,1,17,30,24,0,0.0,0.0351288056206089,1.053864168618267,0.3266978922716628,0.3494520952000816,-0.022754202928418787
833,Jacopo Fazzini,it ITA,"MF,FW",Fiorentina,it Serie A,23.0,2003.0,19,5,568,6.3,0,0,0,0,0,0,2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,833,it ITA,"MF,FW",it Serie A,23-043,2003.0,6.3,0,9,1,11.1,1.43,0.16,0.0,0.0,0,0,1042,it ITA,"MF,FW",it Serie A,23-043,2003.0,19,568,30,18.6,6.3,5,73.0,0,14,15.0,8,1.0,6,8,-2,-0.32,-0.14,833,it ITA,"MF,FW",it Serie A,23-043,2003.0,6.3,2,0,0,12,14,0,15,5,9,0,0.0,0.0,0.7922535211267606,0.23767605633802819,0.26047152966962506,-0.02279547333159687
1306,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,21.0,2004.0,27,20,1689,18.8,0,1,1,0,0,0,3,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,1306,de GER,MF,de Bundesliga,21-269,2004.0,18.8,0,13,2,15.4,0.69,0.11,0.0,0.0,0,0,1623,de GER,MF,de Bundesliga,21-269,2004.0,27,1689,63,60.5,18.8,20,77.0,5,7,20.0,4,1.0,19,28,-9,-0.48,0.42,1306,de GER,MF,de Bundesliga,21-269,2004.0,18.8,3,0,0,18,10,0,8,17,22,0,0.0,0.05328596802841918,0.9058614564831262,0.2877442273534636,0.3107464646756269,-0.023002237322163277
1697,William Mikelbrencis,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,22.0,2004.0,25,15,1370,15.2,0,4,4,0,0,0,3,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,1697,fr FRA,"MF,DF",de Bundesliga,22-062,2004.0,15.2,0,12,6,50.0,0.79,0.39,0.0,0.0,0,0,2131,fr FRA,"MF,DF",de Bundesliga,22-062,2004.0,25,1370,55,49.1,15.2,15,81.0,5,10,16.0,6,1.04,17,34,-17,-1.12,-1.18,1697,fr FRA,"MF,DF",de Bundesliga,22-062,2004.0,15.2,3,0,0,18,5,5,53,6,22,0,0.0,0.2627737226277372,0.39416058394160586,0.1970802919708029,0.22012496069712706,-0.023044668726324158
31,Nathaniel Adjei,gh GHA,DF,Lorient,fr Ligue 1,23.0,2002.0,12,6,583,6.5,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,31,gh GHA,DF,fr Ligue 1,23-250,2002.0,6.5,0,4,2,50.0,0.62,0.31,0.0,0.0,0,0,37,gh GHA,DF,fr Ligue 1,23-250,2002.0,12,583,49,20.9,6.5,6,90.0,6,6,7.0,11,1.67,7,9,-2,-0.31,-0.19,31,gh GHA,DF,fr Ligue 1,23-250,2002.0,6.5,0,0,0,3,6,0,0,6,5,1,0.0,0.0,0.9262435677530018,0.27787307032590053,0.3009536561655372,-0.02308058583963668
1603,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,20.0,2006.0,21,21,1890,21.0,1,0,1,1,0,0,5,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,1603,es ESP,DF,es La Liga,20-005,2006.0,21.0,1,14,4,28.6,0.67,0.19,0.07,0.25,0,0,2011,es ESP,DF,es La Liga,20-005,2006.0,21,1890,90,63.6,21.0,21,90.0,21,0,,7,1.33,36,36,0,0.0,0.0,1603,es ESP,DF,es La Liga,20-005,2006.0,21.0,5,0,0,14,10,0,0,33,14,0,0.04761904761904762,0.0,1.5714285714285714,0.49047619047619045,0.5136567092934281,-0.02318051881723765
2726,Warren Zaïre-Emery,fr FRA,"DF,MF",Paris Saint-Germain,fr Ligue 1,20.0,2006.0,30,26,2360,26.2,2,4,6,2,0,0,3,0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,2726,fr FRA,"DF,MF",fr Ligue 1,20-051,2006.0,26.2,2,18,6,33.3,0.69,0.23,0.11,0.33,0,0,3430,fr FRA,"DF,MF",fr Ligue 1,20-051,2006.0,30,2360,79,87.4,26.2,26,84.0,18,4,42.0,0,2.3,58,22,36,1.37,-0.48,2726,fr FRA,"DF,MF",fr Ligue 1,20-051,2006.0,26.2,3,0,0,35,17,0,14,11,29,0,0.07627118644067796,0.15254237288135591,0.41949152542372886,0.20211864406779662,0.22533559064239572,-0.023216946574599107
2041,Máximo Perrone,ar ARG,MF,Como,it Serie A,23.0,2003.0,32,29,2427,27.0,3,4,7,3,0,0,8,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,2041,ar ARG,MF,it Serie A,23-111,2003.0,27.0,3,17,8,47.1,0.63,0.3,0.18,0.38,0,0,2562,ar ARG,MF,it Serie A,23-111,2003.0,32,2427,76,79.3,27.0,29,80.0,18,3,32.0,1,1.81,48,20,28,1.04,0.61,2041,ar ARG,MF,it Serie A,23-111,2003.0,27.0,8,0,0,38,22,1,8,19,35,0,0.11124845488257107,0.14833127317676142,0.7045735475896168,0.30037082818294186,0.3238165893567904,-0.023445761173848556
1157,Oscar Højlund,dk DEN,MF,Eintracht Frankfurt,de Bundesliga,21.0,2005.0,23,11,1029,11.4,1,1,2,1,0,0,3,1,0.17,,,,,,,,,,,,,,,,,,,,,,,,,1157,dk DEN,MF,de Bundesliga,21-114,2005.0,11.4,1,7,3,42.9,0.61,0.26,0.14,0.33,0,0,1447,dk DEN,MF,de Bundesliga,21-114,2005.0,23,1029,45,36.9,11.4,11,71.0,0,12,20.0,3,1.26,14,21,-7,-0.61,-0.87,1157,dk DEN,MF,de Bundesliga,21-114,2005.0,11.4,3,1,1,25,5,1,2,7,17,0,0.08746355685131195,0.08746355685131195,0.6122448979591837,0.24489795918367346,0.2687134897334592,-0.023815530549785746
880,Niccolò Fortini,it ITA,MF,Fiorentina,it Serie A,20.0,2006.0,16,2,541,6.0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,880,it ITA,MF,it Serie A,20-074,2006.0,6.0,0,8,2,25.0,1.33,0.33,0.0,0.0,0,0,1105,it ITA,MF,it Serie A,20-074,2006.0,16,541,34,17.7,6.0,2,78.0,1,14,28.0,12,0.81,9,12,-3,-0.5,-0.36,880,it ITA,MF,it Serie A,20-074,2006.0,6.0,0,0,0,5,18,0,29,4,9,0,0.0,0.0,0.6654343807763401,0.19963031423290203,0.2235853386767357,-0.023955024443833656
350,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,18.0,2007.0,27,25,2103,23.4,0,1,1,0,0,0,6,1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,350,fr FRA,MF,fr Ligue 1,18-208,2007.0,23.4,0,15,4,26.7,0.64,0.17,0.0,0.0,0,0,436,fr FRA,MF,fr Ligue 1,18-208,2007.0,27,2103,78,75.4,23.4,25,83.0,15,2,14.0,2,1.67,28,23,5,0.21,-1.23,350,fr FRA,MF,fr Ligue 1,18-208,2007.0,23.4,6,1,0,35,21,0,16,25,35,0,0.0,0.042796005706134094,1.0699001426533523,0.33380884450784587,0.35808402759909613,-0.024275183091250263
432,Ousmane Camara,ml MLI,DF,Angers,fr Ligue 1,23.0,2003.0,29,28,2448,27.2,1,0,1,1,0,0,3,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,432,ml MLI,DF,fr Ligue 1,23-053,2003.0,27.2,1,9,4,44.4,0.33,0.15,0.11,0.25,0,0,535,ml MLI,DF,fr Ligue 1,23-053,2003.0,29,2448,84,87.7,27.2,28,87.0,26,1,18.0,1,1.17,25,33,-8,-0.29,2.07,432,ml MLI,DF,fr Ligue 1,23-053,2003.0,27.2,3,0,0,20,7,1,3,34,29,0,0.03676470588235294,0.0,1.25,0.3897058823529412,0.41448139228638964,-0.02477550993344846
1932,Andrew Omobamidele,ie IRL,DF,Strasbourg,fr Ligue 1,23.0,2002.0,22,11,1157,12.9,1,0,1,1,0,0,4,0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,1932,ie IRL,DF,fr Ligue 1,23-309,2002.0,12.9,1,3,2,66.7,0.23,0.16,0.33,0.5,0,0,2421,ie IRL,DF,fr Ligue 1,23-309,2002.0,22,1157,53,42.9,12.9,11,80.0,6,11,25.0,2,1.5,18,15,3,0.23,-0.17,1932,ie IRL,DF,fr Ligue 1,23-309,2002.0,12.9,4,0,0,10,9,0,0,13,4,0,0.07778738115816768,0.0,1.0112359550561798,0.334485738980121,0.3594228960070282,-0.024937157026907186
1006,Lucas Gourna-Douath,fr FRA,MF,Le Havre,fr Ligue 1,22.0,2003.0,13,12,1094,12.2,0,0,0,0,0,0,4,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1006,fr FRA,MF,fr Ligue 1,22-266,2003.0,12.2,0,8,2,25.0,0.66,0.16,0.0,0.0,0,0,1266,fr FRA,MF,fr Ligue 1,22-266,2003.0,13,1094,84,39.2,12.2,12,87.0,9,1,45.0,0,0.92,10,16,-6,-0.49,-0.12,1006,fr FRA,MF,fr Ligue 1,22-266,2003.0,12.2,4,0,0,18,29,1,5,14,8,0,0.0,0.0,1.1517367458866545,0.34552102376599636,0.37053708496887056,-0.025016061202874196
21,Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,19.0,2006.0,15,7,587,6.5,1,0,1,1,0,0,1,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,21,eng ENG,DF,eng Premier League,19-358,2006.0,6.5,1,3,2,66.7,0.46,0.31,0.33,0.5,0,0,25,eng ENG,DF,eng Premier League,19-358,2006.0,15,587,39,19.2,6.5,7,71.0,1,8,11.0,16,1.13,8,12,-4,-0.61,-1.05,21,eng ENG,DF,eng Premier League,19-358,2006.0,6.5,1,0,0,2,5,2,1,11,7,0,0.15332197614991483,0.0,1.686541737649063,0.5672913117546848,0.592588890120538,-0.025297578365853113
2185,Juan Rodríguez,uy URU,DF,Cagliari,it Serie A,20.0,2005.0,14,14,1150,12.8,0,0,0,0,0,0,3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2185,uy URU,DF,it Serie A,20-333,2005.0,12.8,0,1,1,100.0,0.08,0.08,0.0,0.0,0,0,2748,uy URU,DF,it Serie A,20-333,2005.0,14,1150,82,37.6,12.8,14,82.0,8,0,,15,0.86,12,20,-8,-0.63,-0.39,2185,uy URU,DF,it Serie A,20-333,2005.0,12.8,3,0,0,14,6,0,4,15,24,0,0.0,0.0,1.1739130434782608,0.3521739130434782,0.3776237456725906,-0.02544983262911238
749,Rafiu Durosinmi,ng NGA,FW,Pisa,it Serie A,23.0,2003.0,11,4,422,4.7,1,1,2,1,0,0,0,1,0.43,,,,,,,,,,,,,,,,,,,,,,,,,749,ng NGA,FW,it Serie A,23-117,2003.0,4.7,1,9,5,55.6,1.92,1.07,0.11,0.2,0,0,937,ng NGA,FW,it Serie A,23-117,2003.0,11,422,38,13.8,4.7,4,55.0,0,7,29.0,0,0.45,3,10,-7,-1.49,-0.47,749,ng NGA,FW,it Serie A,23-117,2003.0,4.7,0,1,0,14,2,3,0,1,0,0,0.2132701421800948,0.2132701421800948,0.2132701421800948,0.21327014218009477,0.23902306263953682,-0.025752920459442052
1966,Daniel Oyegoke,eng ENG,"MF,DF",Hellas Verona,it Serie A,23.0,2003.0,15,8,594,6.6,0,0,0,0,0,0,2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1966,eng ENG,"MF,DF",it Serie A,23-115,2003.0,6.6,0,3,1,33.3,0.45,0.15,0.0,0.0,0,0,2467,eng ENG,"MF,DF",it Serie A,23-115,2003.0,15,594,40,19.4,6.6,8,62.0,1,7,14.0,10,0.53,4,8,-4,-0.61,0.45,1966,eng ENG,"MF,DF",it Serie A,23-115,2003.0,6.6,2,0,0,13,5,1,32,7,9,0,0.0,0.0,1.0606060606060606,0.3181818181818182,0.3439348326428355,-0.0257530144610173
1289,Jon Karrikaburu,es ESP,FW,Real Sociedad,es La Liga,23.0,2002.0,7,0,135,1.5,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1289,es ESP,FW,es La Liga,23-221,2002.0,1.5,0,7,2,28.6,4.67,1.33,0.0,0.0,0,0,1604,es ESP,FW,es La Liga,23-221,2002.0,7,135,19,4.5,1.5,0,,0,7,19.0,18,0.14,1,3,-2,-1.33,-1.4,1289,es ESP,FW,es La Liga,23-221,2002.0,1.5,0,0,0,3,4,2,1,0,2,0,0.0,0.0,0.0,0.0,0.025962912300610305,-0.025962912300610305
1692,Lucas Michal,fr FRA,MF,Metz,fr Ligue 1,20.0,2005.0,9,2,212,2.4,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1692,fr FRA,MF,fr Ligue 1,20-311,2005.0,2.4,0,7,2,28.6,2.97,0.85,0.0,0.0,0,0,2125,fr FRA,MF,fr Ligue 1,20-311,2005.0,9,212,24,7.6,2.4,2,63.0,0,7,12.0,1,0.33,2,7,-5,-2.12,-0.94,1692,fr FRA,MF,fr Ligue 1,20-311,2005.0,2.4,1,0,0,3,2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.025962912300610305,-0.025962912300610305
2657,İsak Vural,tr TUR,MF,Pisa,it Serie A,19.0,2006.0,11,6,509,5.7,0,0,0,0,0,0,4,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2657,tr TUR,MF,it Serie A,19-335,2006.0,5.7,0,4,1,25.0,0.71,0.18,0.0,0.0,0,0,3349,tr TUR,MF,it Serie A,19-335,2006.0,11,509,46,16.6,5.7,6,68.0,1,5,20.0,6,0.73,4,9,-5,-0.88,0.24,2657,tr TUR,MF,it Serie A,19-335,2006.0,5.7,4,0,0,10,25,0,5,2,5,0,0.0,0.0,0.3536345776031434,0.106090373280943,0.1321874118170778,-0.026097038536134792
1609,Joaquín Martínez Gauna,es ESP,"MF,DF",Sevilla,es La Liga,22.0,2003.0,16,11,1137,12.6,1,3,4,1,0,0,1,0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,1609,es ESP,"MF,DF",es La Liga,22-293,2003.0,12.6,1,11,4,36.4,0.87,0.32,0.09,0.25,0,0,2019,es ESP,"MF,DF",es La Liga,22-293,2003.0,16,1137,71,38.3,12.6,11,87.0,8,5,35.0,11,0.82,17,20,-3,-0.24,0.35,1609,es ESP,"MF,DF",es La Liga,22-293,2003.0,12.6,1,0,0,10,14,4,76,5,17,0,0.079155672823219,0.23746701846965698,0.395778364116095,0.2216358839050132,0.24782107998753336,-0.02618519608252015
2390,Tobias Slotsager,dk DEN,DF,Hellas Verona,it Serie A,20.0,2006.0,7,4,426,4.7,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2390,dk DEN,DF,it Serie A,20-117,2006.0,4.7,0,3,1,33.3,0.63,0.21,0.0,0.0,0,0,3016,dk DEN,DF,it Serie A,20-117,2006.0,7,426,61,13.9,4.7,4,90.0,4,3,22.0,25,0.29,2,9,-7,-1.48,-0.59,2390,dk DEN,DF,it Serie A,20-117,2006.0,4.7,0,0,0,2,5,0,2,3,7,0,0.0,0.0,0.6338028169014085,0.19014084507042253,0.21639069259435492,-0.02624984752393239
1196,Jérémy Jacquet,fr FRA,DF,Rennes,fr Ligue 1,20.0,2005.0,19,19,1671,18.6,0,0,0,0,0,0,6,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1196,fr FRA,DF,fr Ligue 1,20-289,2005.0,18.6,0,11,3,27.3,0.59,0.16,0.0,0.0,0,0,1492,fr FRA,DF,fr Ligue 1,20-289,2005.0,19,1671,88,59.9,18.6,19,88.0,17,0,,0,1.42,27,29,-2,-0.11,-1.23,1196,fr FRA,DF,fr Ligue 1,20-289,2005.0,18.6,6,1,1,20,17,1,0,22,17,0,0.0,0.0,1.18491921005386,0.35547576301615796,0.38178637190403314,-0.026310608887875175
